,Composer,Title,Measure,Beat,Pattern,Key,CadType,Tone,CVFs,LeadingTones,Sounding,Low,RelLow,RelTone,Progress,SinceLast,ToNext
44.0,Robert Parsons,In Nomine II,6,3.0,C2z,^C(2|4)z$,Abandoned Clausula Vera,C,zC,0.0,3.0,C3,P4,P4,0.09482758620689655,44.0,108.0
152.0,Robert Parsons,In Nomine II,20,1.0,BC1,^BC(1|3)x?z?$,Authentic,G,CTB,1.0,4.0,G2,P1,P8,0.3275862068965517,108.0,72.0
224.0,Robert Parsons,In Nomine II,29,1.0,C2P,C2P,,A,CP,,4.0,D3,P5,M2,0.4827586206896552,72.0,16.0
240.0,Robert Parsons,In Nomine II,31,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,4.0,D3,P5,P5,0.5172413793103449,16.0,20.0
260.0,Robert Parsons,In Nomine II,33,3.0,T-2a,^T-2az?$,Evaded Altizans Only,,aT,-1.0,4.0,C3,P4,,0.5603448275862069,20.0,4.0
264.0,Robert Parsons,In Nomine II,34,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,B-,CT,1.0,4.0,B-2,m3,m3,0.5689655172413793,4.0,30.0
294.0,Robert Parsons,In Nomine II,37,4.0,C2T-1,^C(2|3|4)T-1z?$,Phrygian Clausula Vera,A,TC,1.0,4.0,F3,m7,M2,0.6336206896551724,30.0,10.0
304.0,Robert Parsons,In Nomine II,39,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,B-,CT,1.0,4.0,B-2,m3,m3,0.6551724137931034,10.0,16.0
320.0,Robert Parsons,In Nomine II,41,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,G,CT,1.0,3.0,G2,P1,P8,0.6896551724137931,16.0,16.0
336.0,Robert Parsons,In Nomine II,43,1.0,T-2c5,^T-2c(-1|-2|4|5)x?z?$,Evaded Clausula Vera,,cT,-1.0,3.0,G3,P8,,0.7241379310344828,16.0,136.0
80.0,Henry Mudd,In Nomine I,11,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,4.0,D3,P1,P8,0.18433179723502305,80.0,176.0
256.0,Henry Mudd,In Nomine I,33,1.0,BC2,^BC(2|4)x?z?$,Authentic,D,CB,0.0,4.0,D3,P1,P8,0.5898617511520737,176.0,72.0
328.0,Henry Mudd,In Nomine I,42,1.0,T-2y,^T-2y$,Evaded Clausula Vera,,yT,-1.0,3.0,F2,-M6,,0.7557603686635944,72.0,36.0
364.0,Henry Mudd,In Nomine I,46,3.0,C1t2,^C(1|3)t(1|2)x?z?$,Evaded Clausula Vera,B-,tC,1.0,3.0,B-3,m6,m6,0.8387096774193549,36.0,76.0
120.0,Orlando Gibbons,In Nomine,16,1.0,BC1,^BC(1|3)x?z?$,Authentic,F,CB,1.0,4.0,F2,-M6,m3,0.2777777777777778,120.0,40.0
160.0,Orlando Gibbons,In Nomine,21,1.0,BC1,^BC(1|3)x?z?$,Authentic,C,CTB,1.0,4.0,C3,-M2,m7,0.37037037037037035,40.0,16.0
176.0,Orlando Gibbons,In Nomine,23,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,TC,1.0,4.0,F3,m3,P8,0.4074074074074074,16.0,56.0
232.0,Orlando Gibbons,In Nomine,30,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,F,CT,1.0,4.0,F2,-M6,m3,0.5370370370370371,56.0,72.0
304.0,Orlando Gibbons,In Nomine,39,1.0,BC1,^BC(1|3)x?z?$,Authentic,D,CTB,1.0,4.0,D3,P1,P8,0.7037037037037037,72.0,10.0
314.0,Orlando Gibbons,In Nomine,40,2.0,C1t1,^C(1|3)t(1|2)x?z?$,Evaded Clausula Vera,D,tC,1.0,4.0,E3,M2,P8,0.7268518518518519,10.0,6.0
320.0,Orlando Gibbons,In Nomine,41,1.0,C3T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,3.0,D3,P1,P8,0.7407407407407407,6.0,96.0
416.0,Orlando Gibbons,In Nomine,53,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,G,CT,1.0,3.0,G3,P4,P4,0.9629629629629629,96.0,24.0
48.0,Thomas Weelkes,In Nomine I,9,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,4.0,D3,P1,P8,0.17777777777777778,48.0,8.0
56.0,Thomas Weelkes,In Nomine I,10,2.0,C2b,^C(2|4)b$,Evaded Authentic,A,Cb,1.0,4.0,F3,m3,P5,0.2074074074074074,8.0,40.0
96.0,Thomas Weelkes,In Nomine I,17,1.0,C2T-1,^C(2|3|4)T-1z?$,Phrygian Clausula Vera,E,CT,1.0,4.0,E3,M2,M2,0.35555555555555557,40.0,6.0
102.0,Thomas Weelkes,In Nomine I,18,1.0,C1T-2z,^C(1|3)T-2x?z?$,Clausula Vera,D,zCT,1.0,3.0,D3,P1,P8,0.37777777777777777,6.0,24.0
126.0,Thomas Weelkes,In Nomine I,22,1.0,BC1,^BC(1|3)x?z?$,Authentic,F,tCB,1.0,3.0,F2,-M6,m3,0.4666666666666667,24.0,24.0
150.0,Thomas Weelkes,In Nomine I,26,1.0,C1b,^C(1|3)b$,Evaded Authentic,F,Cub,1.0,4.0,D3,P1,m3,0.5555555555555556,24.0,66.5
216.5,Thomas Weelkes,In Nomine I,37,1.25,C2T-2,^C(2|4)T-2x?z?$,Clausula Vera,G,TC,0.0,4.0,A3,P5,P4,0.8018518518518518,66.5,1.0
217.5,Thomas Weelkes,In Nomine I,37,1.75,C2T-2,^C(2|4)T-2x?z?$,Clausula Vera,G,CT,0.0,4.0,G3,P4,P4,0.8055555555555556,1.0,34.5
252.0,Thomas Weelkes,In Nomine I,43,1.0,C2T-2,^C(2|4)T-2x?z?$,Clausula Vera,A,CT,0.0,4.0,A2,-P4,P5,0.9333333333333333,34.5,24.0
92.0,Thomas Tallis,In Nomine II,12,3.0,T-2a,^T-2az?$,Evaded Altizans Only,,aT,-1.0,3.0,G3,P4,,0.184,92.0,68.0
160.0,Thomas Tallis,In Nomine II,21,1.0,BC1,^BC(1|3)x?z?$,Authentic,D,CTB,1.0,4.0,D3,P1,P8,0.32,68.0,344.0
40.0,Robert White,In Nomine I,6,1.0,C2T-1,^C(2|3|4)T-1z?$,Phrygian Clausula Vera,A,CT,1.0,4.0,A2,-P4,P5,0.09259259259259259,40.0,112.0
152.0,Robert White,In Nomine I,20,1.0,C3T-2,^C(1|3)T-2x?z?$,Clausula Vera,C,CT,1.0,4.0,C3,-M2,m7,0.35185185185185186,112.0,56.0
208.0,Robert White,In Nomine I,27,1.0,C2T-1,^C(2|3|4)T-1z?$,Phrygian Clausula Vera,A,CT,1.0,4.0,A2,-P4,P5,0.48148148148148145,56.0,64.0
272.0,Robert White,In Nomine I,35,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,4.0,D3,P1,P8,0.6296296296296297,64.0,16.0
288.0,Robert White,In Nomine I,37,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,3.0,D3,P1,P8,0.6666666666666666,16.0,28.0
316.0,Robert White,In Nomine I,40,3.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,4.0,D3,P1,P8,0.7314814814814815,28.0,28.0
344.0,Robert White,In Nomine I,44,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,4.0,D3,P1,P8,0.7962962962962963,28.0,40.0
384.0,Robert White,In Nomine I,49,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,3.0,D3,P1,P8,0.8888888888888888,40.0,16.0
400.0,Robert White,In Nomine I,51,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,4.0,B-2,-M3,P8,0.9259259259259259,16.0,40.0
32.0,John Thorne,In Nomine,5,1.0,C1t1,^C(1|3)t(1|2)x?z?$,Evaded Clausula Vera,D,Ct,1.0,3.0,D3,P1,P8,0.07547169811320754,32.0,16.0
48.0,John Thorne,In Nomine,7,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,tCT,1.0,3.0,D3,P1,P8,0.11320754716981132,16.0,120.0
168.0,John Thorne,In Nomine,22,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,F,tCT,1.0,3.0,F3,m3,m3,0.39622641509433965,120.0,32.0
200.0,John Thorne,In Nomine,26,1.0,C2T-2,^C(2|4)T-2x?z?$,Clausula Vera,D,CT,0.0,4.0,D3,P1,P8,0.4716981132075472,32.0,32.0
232.0,John Thorne,In Nomine,30,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,F,CT,1.0,4.0,F2,-M6,m3,0.5471698113207547,32.0,44.0
276.0,John Thorne,In Nomine,35,3.0,BC1,^BC(1|3)x?z?$,Authentic,F,CtB,1.0,4.0,F2,-M6,m3,0.6509433962264151,44.0,156.0
136.0,Robert Parsons,In Nomine I,18,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,G,CT,1.0,4.0,E-3,m6,P8,0.3148148148148148,136.0,64.0
200.0,Robert Parsons,In Nomine I,26,1.0,T-2c5,^T-2c(-1|-2|4|5)x?z?$,Evaded Clausula Vera,,cT,-1.0,3.0,D3,P5,,0.46296296296296297,64.0,40.0
240.0,Robert Parsons,In Nomine I,31,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,B-,CT,1.0,3.0,B-2,m3,m3,0.5555555555555556,40.0,32.0
272.0,Robert Parsons,In Nomine I,35,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,G,CT,1.0,4.0,E-3,m6,P8,0.6296296296296297,32.0,64.0
336.0,Robert Parsons,In Nomine I,43,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,B-,CT,1.0,3.0,B-2,m3,m3,0.7777777777777778,64.0,24.0
360.0,Robert Parsons,In Nomine I,46,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,G,CT,1.0,3.0,G3,P8,P8,0.8333333333333334,24.0,56.0
416.0,Robert Parsons,In Nomine I,53,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,G,CT,1.0,4.0,G2,P1,P8,0.9629629629629629,56.0,24.0
88.0,Robert Golder,In Nomine,12,1.0,A1T-2,^A(1|3)T-2x?y?z?$,Altizans Only,D,AT,1.0,4.0,G3,P8,P5,0.1864406779661017,88.0,24.0
112.0,Robert Golder,In Nomine,15,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,4.0,F#3,M7,P5,0.23728813559322035,24.0,72.0
184.0,Robert Golder,In Nomine,24,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CtT,1.0,4.0,D3,P5,P5,0.3898305084745763,72.0,48.0
232.0,Robert Golder,In Nomine,30,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,A,CT,1.0,3.0,A2,M2,M2,0.4915254237288136,48.0,32.0
264.0,Robert Golder,In Nomine,34,1.0,BC1,^BC(1|3)x?z?$,Authentic,D,CB,1.0,4.0,D3,P5,P5,0.559322033898305,32.0,24.0
288.0,Robert Golder,In Nomine,37,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,4.0,B2,M3,P5,0.6101694915254238,24.0,192.0
138.0,Robert White,In Nomine II,18,2.0,C2T-2,^C(2|4)T-2x?z?$,Clausula Vera,D,tCT,0.0,4.0,D3,P1,P8,0.3053097345132743,138.0,6.0
144.0,Robert White,In Nomine II,19,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,4.0,D3,P1,P8,0.3185840707964602,6.0,18.0
162.0,Robert White,In Nomine II,21,2.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,F,CT,1.0,4.0,F2,-M6,m3,0.3584070796460177,18.0,6.0
168.0,Robert White,In Nomine II,22,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,F,CT,1.0,3.0,F2,-M6,m3,0.37168141592920356,6.0,60.0
228.0,Robert White,In Nomine II,29,3.0,T-2a,^T-2az?$,Evaded Altizans Only,,aT,-1.0,4.0,G2,-P5,,0.504424778761062,60.0,4.0
232.0,Robert White,In Nomine II,30,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,F,CT,1.0,4.0,F2,-M6,m3,0.5132743362831859,4.0,34.0
266.0,Robert White,In Nomine II,34,2.0,C2t1,^C(2|4)t(1|2)x?z?$,Evaded Clausula Vera,D,tC,0.0,4.0,E3,M2,P8,0.588495575221239,34.0,22.0
288.0,Robert White,In Nomine II,37,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,3.0,D3,P1,P8,0.6371681415929203,22.0,96.0
384.0,Robert White,In Nomine II,49,1.0,C2T-2,^C(2|4)T-2x?z?$,Clausula Vera,D,CT,0.0,4.0,D3,P1,P8,0.8495575221238938,96.0,72.0
40.0,Thomas Preston,In Nomine,6,1.0,C2T-1,^C(2|3|4)T-1z?$,Phrygian Clausula Vera,A,CT,1.0,3.0,A3,P5,P5,0.08928571428571429,40.0,220.0
260.0,Thomas Preston,In Nomine,33,3.0,BC1,^BC(1|3)x?z?$,Authentic,F,CB,1.0,4.0,F2,-M6,m3,0.5803571428571429,220.0,196.0
12.0,John Ward,In Nomine V,2,3.0,BC1,^BC(1|3)x?z?$,Authentic,B-,CB,1.0,3.0,B-2,-M3,m6,0.02654867256637168,12.0,20.0
32.0,John Ward,In Nomine V,5,1.0,C1x,^C(1|3)xz?$,Abandoned Authentic,B-,Cx,1.0,3.0,B-3,m6,m6,0.07079646017699115,20.0,20.0
52.0,John Ward,In Nomine V,7,3.0,BC1,^BC(1|3)x?z?$,Authentic,G,CB,1.0,4.0,G2,-P5,P4,0.11504424778761062,20.0,6.0
58.0,John Ward,In Nomine V,8,2.0,BC1,^BC(1|3)x?z?$,Authentic,F,CB,1.0,4.0,F3,m3,m3,0.12831858407079647,6.0,18.0
76.0,John Ward,In Nomine V,10,3.0,BC1,^BC(1|3)x?z?$,Authentic,C,CB,1.0,4.0,C3,-M2,m7,0.168141592920354,18.0,130.0
206.0,John Ward,In Nomine V,26,4.0,BC1,^BC(1|3)x?z?$,Authentic,D,CtB,1.0,4.0,D3,P1,P8,0.4557522123893805,130.0,26.0
232.0,John Ward,In Nomine V,30,1.0,BC1,^BC(1|3)x?z?$,Authentic,F,TCB,1.0,4.0,F3,m3,m3,0.5132743362831859,26.0,44.0
276.0,John Ward,In Nomine V,35,3.0,BC1,^BC(1|3)x?z?$,Authentic,D,CB,1.0,4.0,D3,P1,P8,0.6106194690265486,44.0,32.0
308.0,John Ward,In Nomine V,39,3.0,BC1,^BC(1|3)x?z?$,Authentic,B-,tCB,1.0,4.0,B-2,-M3,m6,0.6814159292035398,32.0,26.0
334.0,John Ward,In Nomine V,42,4.0,C1t2x,^C(1|3)t(1|2)x?z?$,Evaded Clausula Vera,B-,tCx,1.0,3.0,B-3,m6,m6,0.7389380530973452,26.0,8.0
342.0,John Ward,In Nomine V,43,4.0,BC2,^BC(2|4)x?z?$,Authentic,C,CB,0.0,4.0,C3,-M2,m7,0.7566371681415929,8.0,10.0
352.0,John Ward,In Nomine V,45,1.0,BC1,^BC(1|3)x?z?$,Authentic,G,CTB,1.0,4.0,G2,-P5,P4,0.7787610619469026,10.0,8.0
360.0,John Ward,In Nomine V,46,1.0,C2T-2,^C(2|4)T-2x?z?$,Clausula Vera,F,CT,0.0,4.0,D3,P1,m3,0.7964601769911505,8.0,16.0
376.0,John Ward,In Nomine V,48,1.0,BC1,^BC(1|3)x?z?$,Authentic,B-,CtB,1.0,4.0,B-3,m6,m6,0.831858407079646,16.0,8.0
384.0,John Ward,In Nomine V,49,1.0,BC1,^BC(1|3)x?z?$,Authentic,B-,CB,1.0,4.0,B-2,-M3,m6,0.8495575221238938,8.0,16.0
400.0,John Ward,In Nomine V,51,1.0,BC1,^BC(1|3)x?z?$,Authentic,F,CTB,1.0,4.0,F3,m3,m3,0.8849557522123894,16.0,16.0
416.0,John Ward,In Nomine V,53,1.0,BC1,^BC(1|3)x?z?$,Authentic,D,CTB,1.0,4.0,D3,P1,P8,0.9203539823008849,16.0,12.0
428.0,John Ward,In Nomine V,54,3.0,BC1,^BC(1|3)x?z?$,Authentic,F,CtB,1.0,4.0,F3,m3,m3,0.9469026548672567,12.0,28.0
122.0,Brewster,In Nomine II,21,2.0,C1z,^C(1|3)z$,Abandoned Clausula Vera,F,zC,1.0,3.0,F3,m7,m7,0.3567251461988304,122.0,14.0
136.0,Brewster,In Nomine II,23,3.0,BC1,^BC(1|3)x?z?$,Authentic,F,CtB,1.0,4.0,F2,-M2,m7,0.39766081871345027,14.0,40.0
176.0,Brewster,In Nomine II,30,2.0,C2b,^C(2|4)b$,Evaded Authentic,A,Cb,1.0,3.0,F3,m7,M2,0.5146198830409356,40.0,22.0
198.0,Brewster,In Nomine II,34,1.0,BC1,^BC(1|3)x?z?$,Authentic,B-,CxB,1.0,3.0,B-2,m3,m3,0.5789473684210527,22.0,64.0
262.0,Brewster,In Nomine II,44,3.0,BC2,^BC(2|4)x?z?$,Authentic,G,CtB,0.0,4.0,G2,P1,P8,0.7660818713450293,64.0,86.0
96.0,Henry Stonings,In Nomine I,13,1.0,C1t1x,^C(1|3)t(1|2)x?z?$,Evaded Clausula Vera,D,Ctx,1.0,3.0,F4,m10,P8,0.22429906542056074,96.0,40.0
136.0,Henry Stonings,In Nomine I,18,1.0,C2T-2,^C(2|4)T-2x?z?$,Clausula Vera,G,TC,0.0,4.0,C3,-M2,P4,0.3177570093457944,40.0,24.0
160.0,Henry Stonings,In Nomine I,21,1.0,BC1,^BC(1|3)x?z?$,Authentic,C,CtB,1.0,4.0,C3,-M2,m7,0.37383177570093457,24.0,36.0
196.0,Henry Stonings,In Nomine I,25,3.0,BC1,^BC(1|3)x?z?$,Authentic,F,CtB,1.0,4.0,F3,m3,m3,0.45794392523364486,36.0,36.0
232.0,Henry Stonings,In Nomine I,30,1.0,BC1,^BC(1|3)x?z?$,Authentic,D,TCB,1.0,4.0,D3,P1,P8,0.5420560747663551,36.0,24.0
256.0,Henry Stonings,In Nomine I,33,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,F,CT,1.0,3.0,F3,m3,m3,0.5981308411214953,24.0,12.0
268.0,Henry Stonings,In Nomine I,34,3.0,T-2a,^T-2az?$,Evaded Altizans Only,,aT,-1.0,3.0,G2,-P5,,0.6261682242990654,12.0,96.0
364.0,Henry Stonings,In Nomine I,46,3.0,BC1,^BC(1|3)x?z?$,Authentic,C,CTB,1.0,4.0,C3,-M2,m7,0.8504672897196262,96.0,12.0
376.0,Henry Stonings,In Nomine I,48,1.0,C1z,^C(1|3)z$,Abandoned Clausula Vera,C,zC,1.0,3.0,C3,-M2,m7,0.8785046728971962,12.0,56.0
72.0,William Byrd,In Nomine I,10,1.0,T-2c-2,^T-2c(-1|-2|4|5)x?z?$,Evaded Clausula Vera,,Tc,-1.0,4.0,G2,-P5,,0.15384615384615385,72.0,24.0
96.0,William Byrd,In Nomine I,13,1.0,BC1,^BC(1|3)x?z?$,Authentic,D,CzB,1.0,3.0,D3,P1,P8,0.20512820512820512,24.0,16.0
112.0,William Byrd,In Nomine I,15,1.0,C2T-1,^C(2|3|4)T-1z?$,Phrygian Clausula Vera,E,CT,1.0,3.0,E4,M9,M2,0.23931623931623933,16.0,24.0
136.0,William Byrd,In Nomine I,18,1.0,C1u-2,C1u-2,,D,Cu,,4.0,F3,m3,P8,0.2905982905982906,24.0,8.0
144.0,William Byrd,In Nomine I,19,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,3.0,D3,P1,P8,0.3076923076923077,8.0,24.0
168.0,William Byrd,In Nomine I,22,1.0,C3T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,4.0,D3,P1,P8,0.358974358974359,24.0,32.0
200.0,William Byrd,In Nomine I,26,1.0,C2PT-1,^C(2|4)PT-1z?$,Phrygian,E,CTP,1.0,4.0,A2,-P4,M2,0.42735042735042733,32.0,16.0
216.0,William Byrd,In Nomine I,28,1.0,C4T-1,^C(2|3|4)T-1z?$,Phrygian Clausula Vera,A,CT,1.0,3.0,A3,P5,P5,0.46153846153846156,16.0,20.0
236.0,William Byrd,In Nomine I,30,3.0,T-2a,^T-2az?$,Evaded Altizans Only,,aT,-1.0,4.0,G2,-P5,,0.5042735042735043,20.0,92.0
328.0,William Byrd,In Nomine I,42,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,C,CT,1.0,4.0,C3,-M2,m7,0.7008547008547008,92.0,24.0
352.0,William Byrd,In Nomine I,45,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,4.0,D3,P1,P8,0.7521367521367521,24.0,40.0
392.0,William Byrd,In Nomine I,50,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,tCT,1.0,4.0,D3,P1,P8,0.8376068376068376,40.0,8.0
400.0,William Byrd,In Nomine I,51,1.0,C2T-1,^C(2|3|4)T-1z?$,Phrygian Clausula Vera,E,CT,1.0,4.0,A2,-P4,M2,0.8547008547008547,8.0,8.0
408.0,William Byrd,In Nomine I,52,1.0,C1T-2x,^C(1|3)T-2x?z?$,Clausula Vera,D,CTtx,1.0,3.0,D4,P8,P8,0.8717948717948718,8.0,48.0
456.0,William Byrd,In Nomine I,58,1.0,BC1,^BC(1|3)x?z?$,Authentic,G,tCB,1.0,4.0,G2,-P5,P4,0.9743589743589743,48.0,16.0
168.0,Osbert Parsley,In Nomine I,22,1.0,C1x,^C(1|3)xz?$,Abandoned Authentic,C,Cx,1.0,3.0,C4,P11,P4,0.38181818181818183,168.0,16.0
184.0,Osbert Parsley,In Nomine I,24,1.0,C1x,^C(1|3)xz?$,Abandoned Authentic,D,Cx,1.0,3.0,D4,P12,P5,0.41818181818181815,16.0,168.0
352.0,Osbert Parsley,In Nomine I,45,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,D,CT,1.0,4.0,D3,P5,P5,0.8,168.0,88.0
440.0,Osbert Parsley,In Nomine I,56,1.0,C1T-2,^C(1|3)T-2x?z?$,Clausula Vera,G,CT,1.0,4.0,G2,P1,P8,1.0,88.0,8.0
30.0,John Ward,In Nomine II,4,4.0,T-2a,^T-2az?$,Evaded Altizans Only,,aT,-1.0,4.0,G2,-P5,,0.06944444444444445,30.0,18.0
48.0,John Ward,In Nomine II,7,1.0,BC1,^BC(1|3)x?z?$,Authentic,F,CtB,1.0,4.0,F3,m3,m3,0.1111111111111111,18.0,18.0
66.0,John Ward,In Nomine II,9,2.0,T-2a,^T-2az?$,Evaded Altizans Only,,aT,-1.0,4.0,C3,-M2,,0.1527777777777778,18.0,24.0
90.0,John Ward,In Nomine II,12,2.0,T-2a,^T-2az?$,Evaded Altizans Only,,aT,-1.0,4.0,D3,P1,,0.20833333333333334,24.0,10.0
100.0,John Ward,In Nomine II,13,3.0,C1T-2x,^C(1|3)T-2x?z?$,Clausula Vera,D,CTx,1.0,3.0,D4,P8,P8,0.23148148148148148,10.0,24.0
124.0,John Ward,In Nomine II,16,3.0,BC1,^BC(1|3)x?z?$,Authentic,F,CzB,1.0,3.0,F3,m3,m3,0.28703703703703703,24.0,16.0
140.0,John Ward,In Nomine II,18,3.0,C1b,^C(1|3)b$,Evaded Authentic,D,Cb,1.0,3.0,B3,M6,P8,0.32407407407407407,16.0,54.0
194.0,John Ward,In Nomine II,25,2.0,BC1,^BC(1|3)x?z?$,Authentic,D,tCB,1.0,4.0,D3,P1,P8,0.44907407407407407,54.0,26.0
220.0,John Ward,In Nomine II,28,3.0,BC1,^BC(1|3)x?z?$,Authentic,F,TCB,1.0,4.0,F3,m3,m3,0.5092592592592593,26.0,20.0
240.0,John Ward,In Nomine II,31,1.0,C1t2,^C(1|3)t(1|2)x?z?$,Evaded Clausula Vera,D,Ct,1.0,4.0,F#3,M3,P8,0.5555555555555556,20.0,98.0
338.0,John Ward,In Nomine II,43,2.0,BC1,^BC(1|3)x?z?$,Authentic,D,CB,1.0,4.0,D3,P1,P8,0.7824074074074074,98.0,32.0
370.0,John Ward,In Nomine II,47,2.0,C1t2,^C(1|3)t(1|2)x?z?$,Evaded Clausula Vera,B-,tC,1.0,4.0,B-2,-M3,m6,0.8564814814814815,32.0,4.0
374.0,John Ward,In Nomine II,47,4.0,C1u-3,^C1u-(3|4)$,Evaded Authentic,B-,Cu,1.0,4.0,D3,P1,m6,0.8657407407407407,4.0,4.0
378.0,John Ward,In Nomine II,48,2.0,BC1,^BC(1|3)x?z?$,Authentic,B-,CB,1.0,4.0,B-3,m6,m6,0.875,4.0,8.0
386.0,John Ward,In Nomine II,49,2.0,C1t2,^C(1|3)t(1|2)x?z?$,Evaded Clausula Vera,C,Ct,1.0,4.0,C3,-M2,m7,0.8935185185185185,8.0,2.0
388.0,John Ward,In Nomine II,49,3.0,BC1,^BC(1|3)x?z?$,Authentic,F,TCB,1.0,4.0,F3,m3,m3,0.8981481481481481,2.0,6.0
394.0,John Ward,In Nomine II,50,2.0,BC1,^BC(1|3)x?z?$,Authentic,B-,CB,1.0,4.0,B-2,-M3,m6,0.9120370370370371,6.0,10.0
404.0,John Ward,In Nomine II,51,3.0,C1x,^C(1|3)xz?$,Abandoned Authentic,D,Cx,1.0,3.0,D4,P8,P8,0.9351851851851852,10.0,14.0
418.0,John Ward,In Nomine II,53,2.0,BC1,^BC(1|3)x?z?$,Authentic,F,CB,1.0,4.0,F3,m3,m3,0.9675925925925926,14.0,22.0
90.0,Osbert Parsley,In Nomine II,12,2.0,C2t1,^C(2|4)t(1|2)x?z?$,Evaded Clausula Vera,D,tC,0.0,4.0,A2,M2,P5,0.1906779661016949,90.0,28.0
118.0,Osbert Parsley,In Nomine II,15,4.0,T-2c-1,^T-2c(-1|-2|4|5)x?z?$,Evaded Clausula Vera,,Tc,-1.0,4.0,C3,P4,,0.25,28.0,130.0
248.0,Osbert Parsley,In Nomine II,32,1.0,BC1,^BC(1|3)x?z?$,Authentic,D,CB,1.0,4.0,D3,P5,P5,0.5254237288135594,130.0,8.0
256.0,Osbert Parsley,In Nomine II,33,1.0,C1x,^C(1|3)xz?$,Abandoned Authentic,D,Cx,1.0,3.0,D3,P5,P5,0.5423728813559322,8.0,8.0
264.0,Osbert Parsley,In Nomine II,34,1.0,C1b,^C(1|3)b$,Evaded Authentic,D,CTb,1.0,4.0,B-2,m3,P5,0.559322033898305,8.0,66.0
330.0,Osbert Parsley,In Nomine II,42,2.0,T-2a,^T-2az?$,Evaded Altizans Only,,aT,-1.0,3.0,C3,P4,,0.6991525423728814,66.0,32.0
362.0,Osbert Parsley,In Nomine II,46,2.0,T-1c-2,T-1c-2,,,Tc,,4.0,B-2,m3,,0.7669491525423728,32.0,22.0
384.0,Osbert Parsley,In Nomine II,49,1.0,C1b,^C(1|3)b$,Evaded Authentic,F,CTb,1.0,4.0,D3,P5,m7,0.8135593220338984,22.0,16.0
400.0,Osbert Parsley,In Nomine II,51,1.0,C2T-2,^C(2|4)T-2x?z?$,Clausula Vera,D,CT,0.0,3.0,D3,P5,P5,0.847457627118644,16.0,32.0
432.0,Osbert Parsley,In Nomine II,55,1.0,C1b,^C(1|3)b$,Evaded Authentic,D,CTb,1.0,4.0,B-2,m3,P5,0.9152542372881356,32.0,40.0
472.0,Osbert Parsley,In Nomine II,60,1.0,BC1,^BC(1|3)x?z?$,Authentic,G,CtB,1.0,4.0,G2,P1,P8,1.0,40.0,8.0
